juan_label,type,kanripo_pos,kanripo_text,zhuzi_text,context_before,context_after,is_variant
卷三十三,delete,836-841,有緩急之序,,恐畧有此意但傳者過耳廣問集注云云曰不獨齊,魯亦有緩急之序如齊功利之習所當變便是急䖏,False
卷三十三,replace,842-880,亦有緩急之序如齊功利之習所當變便是急䖏魯紀綱所當振便是急䖏或問功利之習為是經,初來氣象已自不同㸔太公自是與周公別到,傳者過耳廣問集注云云曰不獨齊有緩急之序魯,桓公管仲所以如此否曰太公合下便有這意思如,False
卷三十三,insert,884-884,,出來又不能遵守齊之初政却全然變易了一向盡在功利上魯却只是放倒了畢竟先世之遺意尚存如哀公用田賦猶使人來問孔子他若以田賦為是更何暇問惟其知得前人底是,所當振便是急䖏或問功利之習為是經桓公管仲,所以如此否曰太公合下便有這意思如舉賢而尚,False
卷三十三,replace,886-891,如此否曰太,來問若桓,振便是急䖏或問功利之習為是經桓公管仲所以,公合下便有這意思如舉賢而尚功可見恪問施為,False
卷三十三,replace,899-908,如舉賢而尚功可見恪,自道他底是了一向做去不顧,經桓公管仲所以如此否曰太公合下便有這意思,問施為緩急之序如何曰齊變只至扵魯魯變便可,False
卷三十三,insert,909-909,,注謂,曰太公合下便有這意思如舉賢而尚功可見恪問,施為緩急之序如何曰齊變只至扵魯魯變便可至,False
卷三十三,replace,919-923,變只至扵,自伯政行其病多魯則其事廢墜不舉耳齊則先須理會他許多病改了方可及,如舉賢而尚功可見恪問施為緩急之序如何曰齊,魯魯變便可至道問如此則是齊變為緩而魯變為,False
卷三十三,replace,925-926,變,則修廢舉墜而已,可見恪問施為緩急之序如何曰齊變只至扵魯魯,便可至道問如此則是齊變為緩而魯變為急否曰,False
卷三十三,replace,928-929,至,復周公之,問施為緩急之序如何曰齊變只至扵魯魯變便可,道問如此則是齊變為緩而魯變為急否曰亦不必,False
卷三十三,replace,931-953,如此則是齊變為緩而魯變為急否曰亦不必恁分如變,孔子治,緩急之序如何曰齊變只至扵魯魯變便可至道問,齊則至魯在所急而至道在所緩至魯則成箇様子,False
卷三十三,replace,955-958,至魯在,當於何䖏下手曰莫須先從風俗上理會去然今相去遠亦不可細考但先儒多不信史記,齊變為緩而魯變為急否曰亦不必恁分如變齊則,所急而至道在所緩至魯則成箇様子方就上出光,False
卷三十三,replace,959-989,急而至道在所緩至魯則成箇様子方就上出光采淳讀齊魯之變一章曰各,載太公伯禽報政事然細考來亦恐畧,而魯變為急否曰亦不必恁分如變齊則至魯在所,有緩急如齊功利之習若不速革而便欲行王化魯,False
卷三十三,replace,990-1107,緩急如齊功利之習若不速革而便欲行王化魯之不振若不與之整頓而却理㑹其功利之習便是失其緩急之序如貢禹諫元帝令節儉元帝自有這箇何待爾説此便是不先其所急者也時舉問伊川曰夫子之時齊强魯弱云云吕氏曰齊政雖修未能用禮魯秉周禮故至扵道第二十三章凡八説,此意但,箇様子方就上出光采淳讀齊魯之變一章曰各有,伊川三説今從伊川吕氏之説伊川第二説曰此只,False
卷三十三,delete,5911-5912,𦂳,,理人道又有仁義禮智君臣父子之條理曰這二句,要在正字與定字上盖庸是箇常然之理萬古萬世,False
卷三十四,delete,5428-5429,𣺌,,人父止於慈為人子止於孝只從實理上行不必向,茫中求也謨叔器說志於道云知得這个道理從而,False
卷三十四,replace,7579-7580,徳,德依仁而後藝可游也此說得自好木之夫細密游於藝者乃是做到這裏又當養之以小物植子升問上三句皆有次序至於藝乃日用常行莫不可後否曰藝是小學工夫若說先後則藝為先而三者為後若說本末則三者為本而藝為末固不可徇末而忘本習藝之功固在先㳺者從容潛玩之意又當在後文中子說聖人志道據德,者從容潜玩之意又當在後文中子說聖人志道據,依仁而後藝可游也此說得自好木之或問游者玩,False
卷三十四,delete,9338-9339,弊,,節義清苦底意思無人學得只學得那虚驕之氣其,必至於此僴問用舎行藏曰此有數節最好仔細看,False
卷三十四,delete,10598-10599,龜,,孔顔之所同天下文眀則孔子而已矣其義如何曰,山解經常有箇纒底病如解苖而不秀章云必有事,False
卷三十四,delete,17192-17193,鬼,,知十不足以盡之義剛問子不語怪力亂神集注言,神之理難眀易惑而寔不外乎人事鬼神之理在人,False
卷三十四,delete,17246-17247,鬼,,之屈伸往来就人事中言之如福善禍淫便可以見,神道理論語中聖人不曾說此㝢問如動靜語黙亦,False
卷三十四,replace,22799-22801,弊盖,蓋,聖人之徳容自然如此然學者也當如此舉偏而補,自舜之命䕫已如此而臯陶陳九徳亦然不可不知,False
卷三十五,delete,4680-4681,龜,,斯逺暴慢矣須只做一句讀斯字只是自然意思楊,山解此一句引曾子脩容閽人避之事却是他人恭,False
卷三十五,delete,11044-11045,龜,,只得他剛䖏却少𢎞大底氣象謨𢎞而不毅如近世,山之學者其流與世之常人無以異毅而不𢎞如胡,False
卷三十五,delete,14296-14297,絃,,清聲如第一二絃以黄鍾為宫太蔟為商則第六七,即是黄鍾太蔟之清盖只用兩清聲故也燾正淳問,False
卷三十五,delete,15160-15161,𦵏,,以繁文滋禮以持天下如為三年之䘮令類不蓄厚,久䘮以亶音丹其家其意大槩說使人行三年之䘮,False
卷三十五,replace,17267-17269,歩懶,步,視他不管他如何奈得他何只快時起来行得三兩,時又坐恁地如何做得事成看巍巍乎舜禹之有天,False
卷三十六,delete,428-429,弊,,著時便又使人百事都放倒了不去做只管說仁之,於近世胡氏父子見之踢著脚指頭便是仁少間都,False
卷三十六,delete,1151-1152,龜,,為義之人只知有義而已不知利之為利必大或問,山都一般之說似可疑曰易所言利字謂當做底若,False
卷三十六,delete,1266-1267,縷,,十升布為之升八十縷則其經二千四百縷矣八十,四十杪也泳純儉絲也不如用絲之省約泳絶四是,False
卷三十六,delete,3644-3645,弊,,議論若如此說將使讀者終身理㑹不得其流必有,必大横渠之意以絶為禁止之詞是言聖人將這四,False
卷三十六,delete,9200-9201,一,,此似覺有苦心極力之象只縁他工夫到後視聖人,地位卓然只在目前只這一歩峻絶直是難進故其,False
卷三十六,insert,9221-9221,,一,地位卓然只在目前只這一歩峻絶直是難進故其,時勇猛奮發不得不如此觀揚子雲言顔苦孔之卓,False
卷三十六,delete,10942-10943,廳,,如何曰此言執其兩端用其中於民正如程子室中,中國中之說不極其大則不得其中也又問止其中,False
卷三十七,delete,2685-2686,涅,,不敢議此磨而不磷涅而不緇而今人才磨便磷才,便緇如何更說權變所謂未學行先學走也僴先生,False
卷三十七,delete,5121-5122,釐,,識此可與立便是可與經却未可與權此見經權毫,之間分别䖏荘子曰小變而不失其大常或曰荘子,False
卷三十七,delete,5289-5290,龜,,公心粗看不仔細伊川說權只是經恐也未盡甞記,山云權者經之所不及這說却好盖經者只是存得,False
卷三十八,delete,1745-1746,撤,,如也曰此是到末梢又結筭則箇若衆人到末梢便,了聖人則始乎敬終乎敬故到末梢又整頓則箇燾,False
卷三十八,delete,2776-2777,𦂳,,鑿也曰是挿教那米白着燾不得其醤不食其字正,要其醤如魚膾芥醤之類閑祖不得其醤非今所謂,False
卷三十八,delete,2935-2936,鬼,,一家之主則一家之鬼神属焉諸侯守一國則一國,神属焉天子有天下則天下鬼神属焉看来為天子,False
卷三十八,delete,3148-3149,龜,,人應接之問義理發見極其周宻曰這般所在却是,山看得仔細云大夫有賜拜而受之禮也未達不敢,False
卷三十八,delete,3188-3189,龜,,敢甞所以慎疾必告之直也直而有禮故其直不絞,山為人粘泥故說之較宻賀孫君祭先飯尋常則主,False
卷三十九,delete,994-995,弊,,曰君子固不用力是子㳺氏之賤儒也如學子游之,只學得許多放蕩踈闊意思賀孫因舉如喪致乎哀,False
卷三十九,delete,1280-1281,𦵏,,為命車何以驗之曰禮記言大夫賜命車節門人厚,是顔子之門人不得視猶子以有二三子故也嘆不,False
卷三十九,delete,1303-1304,𦵏,,子之門人不得視猶子以有二三子故也嘆不得如,鯉之得宜此古註說得甚好又簡徑明作事人事鬼,False
卷三十九,delete,1358-1359,鬼,,路問鬼神章曰事君親盡誠敬之心即移此心以事,神則祭如在祭神如神在人受天所賦許多道理自,False
卷三十九,delete,1459-1460,鬼,,所以生則知所以死苟於事人之道未䏻盡焉能事,哉曰不須論鬼為已死之物但事人須是誠敬事鬼,False
卷三十九,delete,1479-1480,鬼,,鬼哉曰不須論鬼為已死之物但事人須是誠敬事,亦要如此事人如出則事公卿入則事父兄事其所,False
卷三十九,delete,1521-1522,鬼,,事者事鬼亦然苟非其鬼而事之則謟矣去偽問人,一理人䏻誠敬則與理為一自然能盡事人事鬼之,False
卷三十九,delete,1789-1790,𡨕,,中則知其死也與氣而俱散無復更有形象尚留於,漠之内曰死便是都散無了或問季路問鬼神章曰,False
卷三十九,delete,1806-1807,鬼,,尚留於𡨕漠之内曰死便是都散無了或問季路問,神章曰世間無有聚而不散散而不聚之物聚時是,False
卷三十九,delete,1917-1918,鬼,,於鬼神亦然所以程子云能盡事人之道則能盡事,之道一而二二而一過問伊川謂死生人鬼一而二,False
卷三十九,delete,1991-1992,鬼,,孫徐問集注云鬼神不外人事在人事中何以見曰,神只是二氣屈伸往来在人事如福善禍滛亦可見,False
卷三十九,delete,2522-2523,𦂳,,如是之逆而可以仕之乎曰然仲由之死也有些沒,要然誤䖏不在致死之時乃在於委質之始但不知,False
卷三十九,delete,3295-3296,弊,,一箇物事欠了些子賀孫問伊川謂師商過不及其,為楊墨曰不似楊墨墨氏之學萌蘖已久晏子時已,False
卷四十,insert,2592-2592,,尸,卿問曾㸃只從髙處見破却不是次第做工夫來曰,某以為頗與荘列之徒相似但不恁地跌蕩耳又問,False
卷四十,replace,3019-3020,飬,涵養,曾㸃言志一段以為學之與事初非二致學者要須,到清明在躬志氣如神之地則無事不可為也先生,False
卷四十二,delete,187-188,𦂳,,更不容别閒用心矣時舉植同己所不欲勿施於人,接着那出門使民在邦無怨在家無怨𦂳接着那己,False
卷四十二,delete,203-204,𦂳,,勿施於人𦂳接着那出門使民在邦無怨在家無怨,接着那己所不欲勿施於人直到這裏道理方透徹,False
卷四十二,delete,6645-6646,𦂳,,是切己底事方說得緩慢人便不將做事須是說得,切要忽然間觸動他如被人罵便說被人打被人打,False
卷四十二,delete,10023-10024,龜,,質性之直或作兩件說曰質與直是兩件察言觀色,山說察言故不失口於人觀色故不失色於人如何,False
卷四十三,delete,152-153,𦂳,,此說不盡得為政之理若以言語勸勉他亦不甚要,亦是淺近事聖人自不用說亦不見得無倦底意勞,False
卷四十三,delete,2357-2358,𨽻,,百何以見其必達於政曰其中所載可見如小夫賤,閭巷之間至鄙俚之事君子平日耳目所不曾聞見,False
卷四十三,delete,2759-2760,𦂳,,樂只得把兩册文字教他讀然而今未論人㑹學喫,自無人㑹教所以明道欲得招致天下名儒使講明,False
卷四十三,delete,3773-3774,𦂳,,類問雖之夷狄不可棄曰上三句散著下一句方得,謙之亞夫問如何雖之夷狄不可棄曰道不可須臾,False
卷四十四,delete,2955-2956,龜,,夫子故夫子不答上蔡以為首肯之意非直不答也,山以為禹稷有天下不止躬稼夫子未盡然其言故,False
卷四十四,delete,3901-3902,鬼,,二子所成之事迹則誠未知聖人之學然觀管仲非,神通之精神之極也之語與子産論伯有事其精思,False
卷四十四,delete,4226-4227,弊,,備渾然不見一善成名之迹粹然無復偏倚駁雜之,雖聖人亦不過如此後面又說若論其至則非聖人,False
卷四十四,delete,8487-8488,𦙍,,如以察為明皆至暗也唐髙宗之流是也如放齊稱,子朱啟明而堯知其嚚堯之明有以知之是先覺也,False
卷四十五,delete,3696-3697,㳨,,在其中初則溶軟後漸堅實今山形自髙而下便似,義剛作傾㵼出來模様淳曰每常見山形如水漾沙,False
卷四十五,delete,7365-7366,弊,,一句不曉他意蓋是說周秦雖網宻文峻而不勝其,到文景黎民醇厚亦只是此民也聖人說一句話便,False
卷四十六,delete,238-239,龜,,何容得一箇顓臾在肚裏問諸家多把虎兕喻季氏,玉喻公室是否曰文義未有此意且是荅他二臣者,False
卷四十六,delete,269-270,龜,,有此意且是荅他二臣者皆不欲之意虎兕在山上,玉在他處不干典守者事今在柙中走了在櫝中毁,False
卷四十六,insert,1639-1639,,天命是箇總頭否曰固是人若不畏這箇道理以下事無緣會做得又問若不知得這箇道理如何會畏曰須是先知得方會畏但知得有淺深工夫便隨深淺做去事事物物皆有箇天命若知得盡自是無所不畏惟恐走失了,面理㑹體驗教十分精切也賀孫沼録云味道問畏,問九思曰不是雜然而思當這一件上思這一件㽦,False
卷四十九,delete,2010-2011,將,,知得亦是恁地如識得這燈有許多光便因這燈推,去識得那燭亦恁地光如升階升第一級了便因這,False
卷四十九,delete,2827-2828,將,,不著縱然說得亦只是臆度除是自近而推漸漸看,去則自然見得矣廣問集注所引二說云二說相須,False
卷四十九,delete,3264-3265,將,,麽出入随他們說如湯武征伐三分天下有其二都,做可以出入恁地却是大處非聖人不能為豈得謂,False
卷四十九,delete,5586-5587,將,,應對也是這道理若要精義入神須是從這裏理會,去如公說則似理會了洒掃應對了又須是去理會,False
卷五十,delete,71-72,𦂳,,聖之言弟子類記於此先儒亦只是如此説然道理,要却不在這裏義剛楊問簡在帝心何謂簡曰如天,False
卷五十一,delete,1296-1297,乖,,生曰此説好乂説寡人願安承教一章有和氣致祥,氣致異之説曰恐孟子之意未到此文蔚移民移粟,False
卷五十一,replace,1671-1674,盖能䕶,蓋護,牛觳觫而不忍之心萌故以羊易之孟子所謂無傷,得齊王仁心發見䖏術猶方便也履孫仁術謂已将,False
卷五十一,delete,2446-2447,能,,心而不能制民之産以行仁政徒有愛牛之心而不,推廣以行仁政故開導誘掖以先王之政可謂詳眀,False
卷五十一,delete,2958-2959,苑,,長茂乎周之盛時雖天下山林猶有厲禁豈有君之,囿反縱芻獵恣往而不禁乎亦無是理漢武帝規上,False
卷五十一,delete,2980-2981,苑,,反縱芻獵恣往而不禁乎亦無是理漢武帝規上林,只有二三十里當時諸臣已皆以為言豈有文王之,False
卷五十二,delete,455-456,𦂳,,故孟子下歴言所以不動心之故公道那䖏是一章,要處趙舉持其志無暴其氣為對曰不如此趙舉集,False
卷五十二,delete,1267-1268,𦂳,,志切問而近思㸔他此處閎祖録云便見得他有箇,把定底意思又把孟子北宫黝来比便見他篤信聖,False
卷五十二,delete,1430-1431,能,,是孟施舍守約處曰北宫黝便勝人孟施舍却只是,無懼而已矣如曰視不勝猶勝也此是孟施舍自言,False
卷五十二,delete,2648-2649,𦂳,,字與告子相似否先生曰便是先生又謂養氣一段,要處是自反而縮以直養而無害是集義所生者𦂳,False
卷五十二,delete,2668-2669,𦂳,,𦂳要處是自反而縮以直養而無害是集義所生者,要處在此三句上㸔至林問不得於言勿求於心曰,False
卷五十二,delete,3268-3269,𦂳,,也便是炎志乹氣坤升卿問志至焉氣次焉曰志最,氣亦不可緩志至焉則氣便在這裏是氣亦至了卓,False
卷五十二,delete,3377-3378,𦂳,,了故説出此話淳鄭太錫問志至焉氣次焉曰志最,要氣亦不可緩故曰志至焉氣次焉持其志毋暴其,False
卷五十二,delete,4760-4761,𦂳,,疑後方䏻養此氣也人傑同孟子論浩然之氣一段,要全在知言上所以大學許多工夫全在格物致知,False
卷五十二,delete,5367-5368,龜,,甞别有援引至借箸發八難方是援引古今問伊川,山皆言張良有儒者氣象先生却以良為任數曰全,False
卷五十二,replace,7472-7474,録𦂳,錄,精以程子説細攷之當初不是説不及此只門人記,要處脱一兩字便和全意失了浩然之氣只是這血,False
卷五十二,replace,8305-8308,髙如龜,高如,自然無怯懼其言雖麄却盡此章之意前軰説得太,山為某人作養浩堂記都説従别處去閎祖孟子養,False
卷五十二,delete,8819-8820,𦂳,,皆謂在必有事焉而勿正心勿忘勿助長四句上要,未必在此藥頭只在那以直養而無害及集義上這,False
卷五十二,delete,9292-9293,遽,,只是望之而已至扵助長則是强探力取氣未䏻養,欲加人力之私是為揠苖而已㽦饒録云至于期望,False
卷五十二,delete,9322-9323,遽,,苖而已㽦饒録云至于期望不得浩然時却未能養,欲强加力作弄要教浩然便是助長也黎季成問伊,False
卷五十二,delete,9551-9552,𦂳,,䖏説起後来又説集義與此以直養而無害皆一章,切䖏所謂浩然之氣麄説是仰不愧於天俯不怍於,False
卷五十二,delete,10882-10883,龜,,而充塞天地之間不難也所以必要集義方能直也,山謂嫌以一物養一物及他説又自作直養某所以,False
卷五十二,delete,11058-11059,摶,,義自䏻生此浩然之氣不是行一二件合義底事䏻,取浩然之氣也集義是嵗月之功襲取是一朝一夕,False
卷五十二,delete,15453-15454,𦂳,,三二十過而曰不曉其義者吾不信也謨養氣一段,要只在以直養而無害是集義所生自反而縮等䖏,False
卷五十二,delete,17646-17647,最,,梢必不勝任譬如十鈞之力而負千鈞故助長之害,大端䝉必有事焉謂集義正是期望忘是不把做事,False
卷五十二,delete,17779-17780,鬼,,必日日㸔覷他若助長直是拔起令長如今説不怕,本有懼心强云不懼又如言不畏三軍者出門聞金,False
卷五十三,delete,2224-2225,怵,,甚微學者所冝體察燾或問非内交要譽惡其聲而,惕惻隠形焉是其中心不忍之實也若内交要譽惡,False
卷五十三,delete,2542-2543,怵,,得他何處一般出来節孟子論乍見孺子将入扵井,惕惻隠一段如何説得如此好只是平平地説去自,False
卷五十三,delete,2580-2581,怵,,説去自是好而今人做作説一片只是不如他又曰,惕惻隠羞惡都是道理自然如此不是安排合下制,False
卷五十三,delete,3304-3305,忩,,櫺問范曰此牎還歸仁否范黙然某見之當答曰此,不歸仁何故不打壊了如人處事但箇箇處得是便,False
卷五十三,delete,6233-6234,𦂳,,常説如今人説力行是淺近事惟知為上知最為要,中庸説知仁勇把知做擗初頭説可見知是要𦂳賀,False
卷五十三,delete,6252-6253,𦂳,,要𦂳中庸説知仁勇把知做擗初頭説可見知是要,賀孫問孟子四端何為以知為後曰孟子只循環説,False
卷五十三,delete,10531-10532,龜,,無復故未甞見其心今云無端義亦不通恐誤閎祖,山答人問赤子入井令求所以然一段好方問仁天,False
卷五十三,delete,11115-11116,弊,,言効之而不至者其弊乃如此只二子所為己有此,矣僴不屑去説文説屑字云動作切切也只是不汲,False
卷五十四,delete,1354-1355,熱,,欲簒為天子汝是兄今却只恁地管叔被他炒得心,他性又急所以便發出這件事来堯卿問是時可調,False
卷五十五,delete,653-654,𦂳,,白日須是雲遮方不見若無雲豈應不見耶此等䖏,要在性字上今且合思量如何是性在我為何物反,False
卷五十五,delete,723-724,怵,,祖或問孟子道性善章㸔来孟子言赤子将入井有,惕惻隠之心此只就情上見亦只説得時暫發見處,False
卷五十五,delete,895-896,怵,,箇是不親切如此則成兩截了盖是四者未發時那,惕惻隠與孩提愛親之心皆在裏面了少間發出来,False
卷五十五,delete,1378-1379,𦂳,,曾㸔得大節目䖏又只是在落草䖏尋道夫曰這般,要節目其初在道性善其中在夫道一而已矣其終,False
卷五十五,delete,1404-1405,眩,,在道性善其中在夫道一而已矣其終在若藥不瞑,厥疾不瘳曰然道夫符舜功問滕世子從孟子言何,False
卷五十六,delete,4495-4496,能,,為不當為柄問義之實從兄是也曰義是那良知良,底發端䖏雖小兒子莫不愛父母到長大方理㑹得,False
卷五十六,delete,5147-5148,纔,,已只是要到這樂䖏實是難在若只恁地把捉安排,忘記又斷了這如何得樂如何得生問如今也且着,False
卷五十六,delete,5353-5354,𦂳,,這二者使常常見這意思方㑹到得樂則生矣䖏要,却在知斯二者弗去是也二句上須是知得二者是,False
卷五十七,delete,591-592,龜,,溢美稱人之惡不可溢惡皆不為己甚之事也或上,山書云徐行後長得堯舜之道不為己甚知仲尼之,False
卷五十七,delete,613-614,龜,,書云徐行後長得堯舜之道不為己甚知仲尼之心,山讀之甚喜盖龜山平日喜説此兩句也僴問仲尼,False
卷五十七,replace,619-621,盖龜,蓋,得堯舜之道不為己甚知仲尼之心龜山讀之甚喜,山平日喜説此兩句也僴問仲尼不為己甚此言本,False
卷五十七,delete,1662-1663,𦂳,,以二字尋常這般去處多将作助語打過了要之却,切如夜氣不足以存與三代所以直道而行以字皆,False
卷五十七,delete,3921-3922,纔,,去人之心便虚眀便推得去就大本論之其理則一,稟於氣便有不同賀孫問㡬希二字不是説善惡之,False
卷五十七,delete,4200-4201,能,,者以其有仁義禮智若為子而孝為弟而悌禽獸豈,之哉元昭又云萬物皆備於我此言人䏻備禽獸之,False
卷五十七,delete,4397-4398,能,,釋氏元不曾存得璘知而不存者有矣未有不知而,存者也君子存之僴眀扵庶物如物格閎祖或問眀,False
卷五十七,delete,4590-4591,𦂳,,天地之間眼前所接之事皆是物然有多少不甚要,底事舜㸔来惟是扵人倫最𦂳要賀孫明於庶物察,False
卷五十七,delete,4601-4603,最𦂳,,是物然有多少不甚要𦂳底事舜㸔来惟是扵人倫,要賀孫明於庶物察於人倫明察是見得事事物物,False
卷五十七,delete,5230-5231,𦂳,,問王者之迹熄而詩亡詩亡然後春秋作曰這道理,要在王者之迹熄一句上盖王者之政存則禮樂征,False
卷五十七,delete,5764-5765,纔,,傷恵来相對説其實與之過厚些子不害其為厚若,過取便傷廉便是不好過與畢竟當時是好意思與,False
卷五十八,delete,2007-2008,龜,,堯舜之道竇對以饑食渴飲鑿井耕田自有可樂曰,山答胡文定書是如此説要之不然須是有所謂堯,False
卷五十八,delete,2517-2518,龜,,執事敬坐如尸立如齊方是禮不然便不是禮履孫,山説伊尹樂堯舜之道云日用飲食出作入息便是,False
卷五十八,delete,2669-2670,龜,,說底都説了佐理不外物若以物便為道則不可如,山云寒衣饑食出作入息無非道伊尹耕於有莘之,False
卷五十八,delete,2738-2739,龜,,地説却有病物只是物所以為物之理乃道也閎祖,山以饑食渴飲便是道是言噐而遺道言物而遺則,False
卷五十九,delete,6864-6865,𠂻,,之若不識箇義理便與他一般也又曰惟皇上帝降,於下民民之秉彛這便是異處庻民去之君子存之,False
卷五十九,delete,11112-11113,𦂳,,存乎人者豈無仁義之心哉又曰此章不消論其他,要處只在操則存上僴問兩日作工夫如何某答畧,False
卷五十九,delete,13743-13744,𦂳,,惟在敬以直内而已如今做工夫却只是這一事最,要這主一無適底道理却是一箇大底其他道理搃,False
卷五十九,insert,16586-16586,,子部儒家類朱子語類卷五十九,何用焉且如中庸言學問思辨四者甚切然而放心,不收則以何者而學問思辨哉此事其要諸公毎日,False
卷五十九,delete,21589-21590,畎,,過徴色發聲者其過形於外人傑明道曰自舜發於,畆之中云云若要熟也須從這裏過只是要事事經,False
卷六十,delete,2798-2799,𦂳,,這存字無終始只在這裏賀孫孟子説存其心雖是,切却似添事盖聖人只為學者立下規矩守得規矩,False
卷六十,delete,3092-3093,龜,,否曰然他那裏自看得箇血脉相牽連要自子細看,山之説極好龜山問學者曰人何故有惻隠之心學,False
卷六十,delete,3098-3099,龜,,自看得箇血脉相牽連要自子細看龜山之説極好,山問學者曰人何故有惻隠之心學者曰出扵自然,False
卷六十,delete,3119-3120,龜,,山問學者曰人何故有惻隠之心學者曰出扵自然,山曰安得自然如此若體䆒此理知其所從来則仁,False
卷六十,delete,4225-4226,忩,,便敷榮若摧抑他便枯悴謂之無知覺可乎周茂叔,前草不除去云與自家意思一般便是有知覺只是,False
卷六十,delete,7842-7843,足,,夫婦夲来有别之類皆是夲来在我者若事君有不,於敬事親有不足於孝以至夫婦無别兄弟不友朋,False
卷六十,delete,8662-8663,能,,事便来應二程看文字最精宻如中庸説門人多不,曉其意淳集義過化存神伊川説好過只是經厯䖏,False
卷六十,delete,9116-9117,從,,人綏之斯来動之斯和才過便化横渠説却是兩截,周問過化存神有先後否曰初無先後便如横渠之,False
卷六十,delete,9635-9636,所,,善言見善行了道夫敬之問無為其所不為無欲其,不欲曰人心至靈其所不當為不當欲之事何嘗不,False
卷六十,delete,9668-9669,却,,不當欲之事何嘗不知但初間自知了到計較利害,自以為不妨便自冒昧為之欲之耳今既知其所不,False
卷六十,delete,9741-9742,履,,知曰徳慧純粹術知聪眀須有朴實工夫方磨得出,孫敬之問君子所性雖大行不加焉雖窮居不損焉,False
卷六十,delete,9748-9749,所,,知聪眀須有朴實工夫方磨得出履孫敬之問君子,性雖大行不加焉雖窮居不損焉君子但當自盡吾,False
卷六十,delete,9818-9819,畎,,哉曰中天下而立定四海之民固是人所欲與其䖏,畆之中孰若進而得行其道使天下皆被其澤要得,False
卷六十,delete,9848-9849,所,,其道使天下皆被其澤要得出行其道者亦是人之,欲但其用其舎扵我性分之内本不相關進而大行,False
卷六十,delete,9880-9881,所,,内本不相關進而大行退而窮居於我性分之内無,加損賀孫問君子所性章曰只是這一箇道理雖達,False
卷六十,delete,9888-9889,所,,行退而窮居於我性分之内無所加損賀孫問君子,性章曰只是這一箇道理雖達而為堯舜在上亦不,False
卷六十,delete,9947-9948,所,,子盖這一箇道理合下都定了更添減不得又云這,性字説得虗如堯舜性之之性字燾敬之問君子所,False
卷六十,delete,10036-10037,𤼵,,如木根着在土上方㑹生其色也睟然都從那根上,出来且性字從心便見得先有這心便有許多物在,False
卷六十,delete,11272-11273,龜,,在西邊草裡終非己物賀孫或問為善為利䖏因舉,山荅廖尚書用中一段曰龜山説得鶻突廖公認得,False
卷六十,delete,11283-11284,龜,,或問為善為利䖏因舉龜山荅廖尚書用中一段曰,山説得鶻突廖公認得不子細後来於利害上頗不,False
卷六十,replace,12252-12254,能乆,久,有也去偽問乆假不歸烏知其非有舊解多謂使其,假而不歸烏知終非其有曰諸家多如此説遂引惹,False
卷六十,delete,12308-12309,從,,之事如責楚包茅不貢與夫初命三命之類否曰他,頭都是無一事不是如齊桓尚自白直恁地假将去,False
卷六十,delete,12510-12511,𣣔,,臣之義所當然者但受教三老假此以為名而濟其,爾問如夫子稱管仲如其仁也是従假字上説来否,False
卷六十,replace,12702-12704,夲𣣔,本,而尊周室百般好事他都做只是無惻怛之誠心他,他事之行又恰有這題目入得故不得不舉行道夫,False
卷六十,delete,12877-12878,皐,,到極不得已處亦須變而通之盖法者天下公共在,陶亦只得執之而已若人心不許舜棄天下而去則,False
卷六十,delete,12902-12903,皐,,執之而已若人心不許舜棄天下而去則便是天也,陶亦安能違天法與理便即是人心底亦須是合下,False
卷六十,delete,12976-12977,𣣔,,桃應之問孟子之對楊氏有議貴之説如何曰使舜,為天子又𣣔免瞽瞍則生議貴之法矣人傑問孟子,False
卷六十,delete,12981-12982,𣣔,,子之對楊氏有議貴之説如何曰使舜𣣔為天子又,免瞽瞍則生議貴之法矣人傑問孟子言居移氣養,False
卷六十,delete,15221-15222,皐,,樂非古樂便是不知務賀孫人傑録别出問如舜舉,陶湯舉伊尹所謂親賢者乃治天下者不易之務若,False
卷六十一,delete,1110-1111,弼,,章孟子以是稱文王無足怪憂心悄悄愠于羣小此,柏舟之詩何與孔子而以此稱孔子何也曰此不必,False
卷六十一,delete,4110-4111,從,,者必見之此説如何曰如此解似語勢倒而不順須,横渠說晏嬰之智而不知仲尼豈非命歟然此命字,False
卷六十一,delete,7908-7909,𦂳,,髙數仞欀題數尺之類賀孫問養心莫善於寡欲曰,要在寡字多字㸔那事又要這事又要便是多欲子,False
卷六十一,delete,8453-8454,畫,,好寫字見壁間有碑軸便須要㸔别是非好畫見掛,軸便須要識美惡這都是欲這皆足以為心病某前,False
卷六十一,delete,9418-9419,忩,,則其他細碎工夫如何做謂如造屋先有柱脚然後,牖有安頓䖏㽦問然而無有乎爾則亦無有乎爾曰,False
卷六十二,delete,1917-1918,龜,,此以自然之理而言常而後能有中此以人而言問,山言髙明則中庸也髙明者中庸之體中庸者髙明,False
卷六十二,delete,1986-1987,龜,,可又舉荆公髙明處已中庸處人之語為非是因言,山有功於學者然就它説據它自有做工夫處髙明,False
卷六十二,delete,2905-2906,龜,,皆以楊氏中庸不如吕氏先生曰吕氏飽滿充實方,山門人自言龜山中庸枯燥不如與叔浹洽先生曰,False
卷六十二,delete,2911-2912,龜,,不如吕氏先生曰吕氏飽滿充實方龜山門人自言,山中庸枯燥不如與叔浹洽先生曰與叔却似行到,False
