juan_label,type,kanripo_pos,kanripo_text,zhuzi_text,context_before,context_after,is_variant
卷七十二,delete,10776-10777,龜,,行得其友一陽上去換得一隂来淵或益之十朋之,為句淵得臣无家猶言化家為國相似得臣有家其,False
卷七十二,delete,11533-11534,龜,,州後平楊公有功淵方子録云守蔡州益損二卦說,一在二一在五是顛倒說去未濟與既濟說伐鬼方,False
卷七十二,delete,12804-12805,龜,,知此卦如何有魚象或説離為鱉為蟹為蠃為蚌為,魚便在裏面了不知是不是此條未詳淵包無魚又,False
卷七十二,delete,13489-13490,鬼,,享萃固取聚義不知升何取義曰人積其誠意以事,神有升而上通之義又曰六五貞吉升階與萃九五,False
卷七十三,delete,231-232,贓,,放火殺人此等事終不可為不成也去占又如做官,汚邪僻由徑求進不成也去占僴學履錄畧不失其,False
卷七十三,delete,2180-2181,弊,,下與天地同流豈曰小補之哉小補之者謂扶衰救,逐些補緝如錮鑪家事相似若是更革則須徹底重,False
卷七十三,delete,8625-8626,鬼,,大禍起矣僴天地盈虚與時消息而况於人乎况於,神乎天地是舉其大體而言鬼神是舉其中運動變,False
卷七十三,delete,8901-8902,𡨕,,不行則明無所用空明而已徒行不明則行無所向,行而已伯羽問豐九四近幽暗之君所以有豐其蔀,False
卷七十三,delete,12817-12818,鬼,,學䝉初吉終亂便有不好在末後底意思淵髙宗伐,方疑是髙宗舊日占得此爻故聖人引之以證此爻,False
卷七十三,delete,13791-13792,龜,,字皆不可曉只得且依稀如此說又曰益損二卦說,一卦在二爻一卦在五爻是顛倒此卦與既濟説伐,False
卷七十四,delete,5605-5606,鬼,,裁之存乎變底變字又說得來重如云幽則有鬼神,神本皆屬幽然以鬼神二字相對說則鬼又屬幽神,False
卷七十四,delete,6195-6196,幹,,恐非先儒所及曰也且得如此說不知畢竟是如何,問所居而安者易之序也與居則觀其象之居不同,False
卷七十四,delete,7361-7362,鬼,,理幽明之所以然又云始終死生是以循環言精氣,神是以聚散言其實不過隂陽兩端而已學履仰以,False
卷七十四,delete,7838-7839,鬼,,如何曰此只是聚散聚而為物者神也散而為變者,也鬼神便有隂陽之分只於屈伸徃來觀之横渠說,False
卷七十四,delete,8012-8013,鬼,,陽便是求其魂求諸隂便是求其魄祭義中宰我問,神一段說得好注解得亦好問與天地相似故不違,False
卷七十四,delete,9422-9423,鬼,,鬼神情狀只是解遊䰟為變一句即是將神字亦作,字看了程張說得甚明白尹子親見伊川何以不知,False
卷七十四,delete,10598-10599,幹,,育萬物者為繼之者善各正其性命者為成之者性,繼之者善也元亨是氣之方行而未著於物也是上,False
卷七十四,delete,13716-13717,鬼,,做一物說得不成說動為天而静為地無此理正如,神之說僴乾静專動直而大生坤静翕動闢而廣生,False
卷七十四,delete,14067-14068,說,,那鼓外面皮殻子中間包得許多氣開闔消長所以,乾一而實地只是一箇物事中間盡是這氣升降來,False
卷七十四,delete,14109-14110,說,,縁中間虚故容得這氣升降來徃以其包得地所以,其質之大以其容得天之氣所以說其量之廣非是,False
卷七十四,delete,14123-14124,說,,其包得地所以說其質之大以其容得天之氣所以,其量之廣非是說地之形有盡故以量言也只是說,False
卷七十四,delete,14130-14131,說,,其質之大以其容得天之氣所以說其量之廣非是,地之形有盡故以量言也只是說地盡容得天之氣,False
卷七十四,delete,14143-14144,說,,說其量之廣非是說地之形有盡故以量言也只是,地盡容得天之氣所以說其量之廣耳今治厯家用,False
卷七十四,delete,14153-14154,說,,形有盡故以量言也只是說地盡容得天之氣所以,其量之廣耳今治厯家用律呂候氣其法最精氣之,False
卷七十四,delete,14206-14207,灰,,地中透上來如十一月冬至黄鍾管距地九寸以葭,實其中至之日氣至灰去晷刻不差又云看來天地,False
卷七十四,delete,14215-14216,灰,,冬至黄鍾管距地九寸以葭灰實其中至之日氣至,去晷刻不差又云看來天地中間此氣升降上下當,False
卷七十四,replace,14647-14649,葢說,蓋,乾坤乃是易之子目下面一壁子是乾一壁子是坤,易之廣大是這乾便做他那大坤便做他那廣乾所,False
卷七十五,delete,28-29,臣,,賾賾字在説文曰雜亂也古無此字只是嘖字今從,亦是口之義言天下之至賾而不可惡雖是雜亂聖,False
卷七十五,delete,99-100,臣,,之至賾與左傳嘖有煩言之嘖同那箇從口這箇從,是箇口裏說話多雜亂底意思所以下面説不可惡,False
卷七十五,delete,173-174,臣,,底方可索他那隠底淵淳録云本從口是喧閙意從,旁亦然聖人有以見天下之賾正是說畫卦之初聖,False
卷七十五,delete,1850-1851,弦,,須待用互體推艮為門闕雷震乎外之意剡木為矢,木為弧只為睽乖故有威天下之象亦必待穿鑿附,False
卷七十五,delete,2207-2208,鬼,,與壬合戊與癸合是各有合學履所以成變化而行,神也先生舉程子云變化言功鬼神言用張子曰成,False
卷七十五,delete,2241-2242,鬼,,神言用張子曰成行鬼神之氣而已數只是氣變化,神亦只是氣天地之數五十有五變化鬼神皆不越,False
卷七十五,delete,2626-2627,算,,於此可見謨蓍卦當初聖人用之亦須有箇見成圖,後失其傳所僅存者只有這幾句大衍之數五十其,False
卷七十五,replace,3130-3132,䇿弊,策,䇿数云者凡手中之数皆是如散䇿於君前有誅龜,則埋之不可以既揲餘数不為䇿數也四營而成易,False
卷七十五,delete,3328-3329,鬼,,䝉神德行是説人事那粗做底只是人為若決之於,神德行便神淵易惟其顯道神德行故能與人酬酢,False
卷七十五,delete,3741-3742,龜,,其象者有取其意者賀孫問以卜筮者尚其占卜用,亦使易占否曰不用則是文勢如此學履問君子將,False
卷七十五,delete,3791-3792,龜,,而以言其受命也如響曰此是説君子作事問於蓍,也問焉以言人以蓍問易求其卦爻之辭而以之發,False
卷七十五,delete,3921-3922,龜,,以其言之義又於上下文不順學䝉謨録云言是命,受命筮受命也參伍以變錯綜其數參謂三數之伍,False
卷七十五,replace,4524-4525,䝉,蒙錯綜其數本義云錯者交而互之一左一右之謂也莫是揲蓍以左揲右右揲左否曰不特如此乾對坤坎對離自是交錯又問綜者總而挈之莫是合掛扐之馬先問牛便只是以彼數來參此數否曰是却是恁地數了又恁地數也是將這箇去比那箇又曰若是他數猶可湊三與五兩數自是參差不齊所以舉以為言如這箇是三箇將五來比又多兩箇這箇是五箇將三來比又少兩箇兵家謂窺敵制變欲伍以參今欲窺敵人之事教一人探來恁地說又差一箇探來若說得不同便將這兩說相參看如何以求其實所以謂之欲伍以參學履,是三箇五方是十五箇大畧如此更須仔細去看學,錯綜其數本義云錯者交而互之一左一右之謂也,False
卷七十五,delete,5663-5664,幹,,極深者至精也所以研幾者至變也正相發明曰然,問易開物成務冒天下之道是易之理能恁地而人,False
卷七十五,delete,6194-6195,龜,,下之志以定天下之業以斷天下之疑此只是説蓍,若不是蓍龜如何通之定之㫁之到蓍之德圓而神,False
卷七十五,delete,6199-6200,龜,,天下之業以斷天下之疑此只是説蓍龜若不是蓍,如何通之定之㫁之到蓍之德圓而神以下却是從,False
卷七十五,delete,6308-6309,龜,,同患神以知來知以藏徃皆具此道理但未用之蓍,故曰古之聰明睿知神武而不殺者夫此言只是譬,False
卷七十五,delete,6379-6380,龜,,興神物以前民用聖人既具此理又將此理復就蓍,上發明出來使民亦得前知而用之也聖人以此齋,False
卷七十五,delete,6431-6432,龜,,德又即卜筮齋戒以神明之聖人自有此理亦用蓍,之理以神明之㽦蓍之德圓而神卦之德方以知六,False
卷七十五,delete,6621-6622,龜,,段必結之以聰明睿知神武而不殺者只是譬喻蓍,雖未用而神靈之理具在猶武是殺人底事聖人却,False
卷七十五,delete,6732-6733,龜,,更没些私意小智在裏許聖人便似那易了不假蓍,而知卜筮所以説神武而不殺這是他有那神以知,False
卷七十五,delete,7513-7514,鬼,,不是自家做得却若神之所為又曰這都只退聽於,神又曰聖人於卜筮其齋戒之心虚静純一戒謹恐,False
卷七十五,delete,7600-7601,龜,,物以前民用葢聖人見得天道人事都是這道理蓍,之靈都包得盡於是作為卜筮使人因卜筮知得道,False
卷七十五,delete,7787-7788,幹,,到得極時固只是一理要之須是都看得周匝始得,是興神物以前民用此言有以開民使民皆知前時,False
卷七十五,delete,7938-7939,幹,,夫一句雖不是本文意思要之意思自好因再舉之,問此恐是君子篤恭而天下平之意曰否只如上蔡,False
卷七十五,delete,7999-8000,幹,,便是説道不是本文意思要之自好言畢再三誦之,神明其德言卜筮尊敬也精明也方闔闢乾坤理與,False
卷七十五,delete,8987-8988,龜,,意賀孫以定天下之吉凶成天下之亹亹莫大乎蓍,人到疑而不能自明處徃徃便放倒不復能向前動,False
卷七十五,delete,9885-9886,龜,,意故曰定天下之吉凶成天下之亹亹者莫大乎蓍,猶催迫天下之人勉之為善相似謨問變而通之如,False
卷七十六,delete,526-527,陡,,說天地之道浸故隂陽勝浸字最下得妙天地間不,頓恁地隂陽勝又說那五箇物事在這裏相生相尅,False
卷七十六,delete,1218-1219,龜,,自然言之可笑如朱雀青龍白虎只一物至𤣥武便,蛇二物謂如冬至前四十五日屬今年後四十五日,False
卷七十六,delete,2031-2032,龜,,龍脊上有八十一鱗陽數龍不曽見鯉魚必有之又,背上文中間一簇成五段文兩邊各挿四段共成八,False
卷七十六,delete,2176-2177,龜,,在背女陽氣在腹也揚子雲太𤣥云觀龍虎之文與,鳥之象謂二十八宿也僴以通神明之德以類萬物,False
卷七十六,delete,10542-10543,龜,,有箇禎祥這便占得他如中庸言必有禎祥見乎蓍,之類吉事有祥凶事亦有淵問易書之中有許多變,False
卷七十六,delete,10619-10620,鬼,,四句說天人合處天地設位便聖人成其功能人謀,謀則雖百姓亦可以與其能成能與與能雖大小不,False
卷七十六,delete,10661-10662,龜,,然亦是小小底造化之功用然百姓與能却須因蓍,而方知得人謀鬼謀如謀及乃心庶人卜筮相似淵,False
卷七十八,delete,559-560,𦙍,,亦不須枉費精神孔壁所出尚書如禹謨五子之歌,征泰誓武成冏命㣲子之命蔡仲之命君牙等篇皆,False
卷七十八,delete,1570-1571,𦙍,,難曉處如載采采之類大禹謨便易曉如五子之歌,征有甚難記却記不得至如泰誓武成皆易曉只牧,False
卷七十八,delete,2289-2290,候,,地隨時各自不同林少穎嘗曰如今人即日伏惟尊,萬福使古人聞之亦不知是何等說話人傑尚書中,False
卷七十八,delete,2591-2592,𦂳,,書疏載在璿璣玉衡處先説箇天今人讀著亦無甚,要以某觀之若㸔得此則亦可以粗想象天之與日,False
卷七十八,insert,2828-2828,,懇,伊尹告太甲便與傅說告髙宗不同伊尹之言諄切,到蓋太甲資質低不得不然若髙宗則無許多病痛,False
卷七十八,delete,3163-3164,𦂳,,六旬有六日以閏月定四時成嵗此様雖未曉亦不,要節二典三謨其言奥雅學者未遽曉㑹後面盤誥,False
卷七十八,delete,6725-6726,𦙍,,三族言者較大然亦不必如此泥但其所親者皆是,子朱做丹朱説甚好然古有𦙍國堯所舉又不知是,False
卷七十八,delete,6737-6738,𦙍,,泥但其所親者皆是𦙍子朱做丹朱説甚好然古有,國堯所舉又不知是誰鯀殛而禹為之用聖人大公,False
卷七十八,delete,7218-7219,候,,如何曰恐當從林少穎解寅賔出日是推測日出時,寅餞納日是推測日入時候如土圭之法是也暘谷,False
卷七十八,delete,7229-7230,候,,賔出日是推測日出時候寅餞納日是推測日入時,如土圭之法是也暘谷南交昧谷幽都是測日景之,False
卷七十八,delete,7273-7274,候,,也古書度字有作宅字者東作南訛西成朔易皆節,也東作如立春至雨水節之類寅賔則求之於日星,False
卷七十八,replace,7614-7616,候嵗,歲,致其中北方不説者北方無日故也廣朔易亦是時,亦改易於此有終而復始之意在察也堯典云朞三,False
卷七十八,delete,7709-7710,𦙍,,到篇末只是一事皆是為禪位設也一舉而放齊舉,子再舉而驩兜舉共工三舉而四岳舉鯀皆不得其,False
卷七十八,delete,7994-7995,𦙍,,義剛䕫孫録畧共工驩兜㸔得来其過惡甚於放齊,子朱廣僝功亦非灼然知是為見功亦且是依古注,False
卷七十八,delete,9175-9176,知,,如此復只是回象以典刑是正刑墨劓剕宫大辟象,猶縣象魏之象畫之令人流宥五刑正刑有疑似及,False
卷七十八,insert,9186-9186,,知,正刑墨劓剕宫大辟象知猶縣象魏之象畫之令人,流宥五刑正刑有疑似及可憫者隨其重輕以流罪,False
